"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"2DBRI007.10","JA10","RB, TM, IM",37,"2012, 2013, 2014, 2015, 2016",5,NA,"1 : RB","2 : RB | 6 : TM","2 : RB | 6 : TM","6 : IM | 2 : RB","12 : IM",NA,NA,"IM: 18 | RB: 2 | Total: 20","RB: 7 | TM: 12 | IM: 18 | Total: 37","RB: 6 | TM: 12 | IM: 18 | Total: 36","IM: 18 | RB: 2 | Total: 20","BIOMON","STREAM","SCRO","Blue Ridge","Briery Creek @ Rte 655","000002","AMBNT",37.22966667,-78.42111111,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Briery Creek","020802070301","Briery Creek","JA-C",NA
"2DMRB001.89","JA07","RB",2,"2016",1,NA,NA,NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM",NA,"Blue Ridge","Morris Br @ rt 664","000002","AMBNT",37.18699722,-78.5978,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Little Buffalo Creek-Buffalo Creek","020802070102","Buffalo Creek-Little Buffalo Creek","JA-A",NA
"2DRCE002.44","JA11","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"BIOMON","STREAM","SCRO","Blue Ridge","Rice Cr @ rte 630","000002","AMBNT",37.17955556,-78.41819444,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Evans Creek-Bush River","020802070302","Bush River-Evans Creek","JA-C",NA
"2DSDY008.80","JA14","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"BIOMON","STREAM","SCRO","Blue Ridge","upstream of Rte 612","000002","AMBNT",37.20291667,-78.30141667,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Sandy River","020802070305","Bush River-Sandy River","JA-C",NA
"2DXAH000.79","JA18","FP",2,"2013",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"APROB","STREAM","SCRO","Blue Ridge","UT Big Guinea West of 639","000002","AMBNT",37.43319444,-78.28238889,"02","Mid Atlantic","James River Basin","APPOMATTOX","02080207","Appomattox","Big Guinea Creek","020802070404","Big Guinea Creek","JA-D",NA
"4AAAR004.72","RD75","TM",12,"2011",1,"12 : TM",NA,NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","RT. 601 BRIDGE MECKLENBURG/HALIFAX CO","000002","AMBNT",36.62833333,-78.71,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Aarons Creek-John H Kerr Reservoir","030101040702","Aarons Creek-John H Kerr Reservoir","RD-S",NA
"4AAAR006.20","RD75","AW",12,"2014",1,NA,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Aarons Creek @ Rt. 602","000002","AMBNT",36.61083333,-78.71111111,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Aarons Creek-John H Kerr Reservoir","030101040702","Aarons Creek-John H Kerr Reservoir","RD-S",NA
"4AACC002.60","RU82","RB",2,"2011",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"SSTUDY","STREAM","SCRO","Blue Ridge","STA 1 - RT. 654 BRIDGE","000002","AMBNT",37.03222222,-78.56416667,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Ash Camp Creek-Roanoke Creek","030101020502","Roanoke Creek-Ash Camp Creek","RU-T",NA
"4AACC004.87","RU82","RB",2,"2011",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Ash Camp Cr @Private Rd 0.6 mi from Rt40","000002","AMBNT",37.03444444,-78.53166667,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Ash Camp Creek-Roanoke Creek","030101020502","Roanoke Creek-Ash Camp Creek","RU-T",NA
"4AALL001.13","RD60","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Allen Cr @ Hermosa Road","000002","AMBNT",36.94416667,-79.13916667,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Allen Creek-Banister River","030101050205","Banister River-Allen Creek","RD-N",NA
"4AALN009.12","RL11","TR",38,"2011, 2012, 2013, 2014, 2015, 2016",6,"7 : TR","7 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","TR: 38 | Total: 38","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","RT. 678 BRIDGE","000002","AMBNT",36.66611111,-78.31805556,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Cox Creek-Allen Creek","030101060102","Allen Creek-Cox Creek","RL-D",NA
"4AALN016.38","RL10","TM, RB",14,"2013, 2014",2,NA,NA,"2 : RB | 6 : TM","6 : TM",NA,NA,NA,NA,NA,"RB: 2 | TM: 12 | Total: 14","RB: 2 | TM: 12 | Total: 14",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","ALLEN CREEK, RT. 660 BRIDGE","000002","AMBNT",36.70666667,-78.36916667,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Layton Creek-Allen Creek","030101060101","Allen Creek-Layton Creek","RL-D",NA
"4AALN020.60","RL10","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","SCRO","Blue Ridge","ALLEN CREEK, RT. 671 BRIDGE","000002","AMBNT",36.74824444,-78.37723889,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Layton Creek-Allen Creek","030101060101","Allen Creek-Layton Creek","RL-D",NA
"4AATD002.66","RU73","RB",2,"2012",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Armistead Br @ Rt. 627","000002","AMBNT",36.92849722,-78.9133,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Catawba Creek","030101020402","Catawba Creek","RU-S",NA
"4ABAA000.03","RU15","AW",14,"2014",1,NA,NA,NA,"14 : AW",NA,NA,NA,NA,NA,"AW: 14 | Total: 14","AW: 14 | Total: 14",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","END RT. 618 CONFL. WITH ROANOKE RIVER","000002","AMBNT",37.22583333,-79.84833333,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek","030101010405","Back Creek","RU-D",NA
"4ABAA000.30","RU15","RB",4,"2012, 2013",2,NA,"2 : RB","2 : RB",NA,NA,NA,NA,NA,NA,"RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"BIOMON","STREAM","WCRO","Blue Ridge","Off Rutrough Road","000002","AMBNT",37.22676944,-79.85,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek","030101010405","Back Creek","RU-D",NA
"4ABAA008.67","RU15","RB, TM",18,"2015, 2016, 2017",3,NA,NA,NA,NA,"2 : RB","2 : RB","2 : RB | 12 : TM",NA,"RB: 6 | TM: 12 | Total: 18","RB: 4 | Total: 4","RB: 6 | TM: 12 | Total: 18","RB: 6 | TM: 12 | Total: 18","SSTUDY","STREAM","WCRO","Blue Ridge","Rt. 666, uppermost Bandy Rd Bridge","000002","AMBNT",37.18561111,-79.92313889,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek","030101010405","Back Creek","RU-D",NA
"4ABAA017.14","RU15","RB, TM",18,"2015, 2016, 2017",3,NA,NA,NA,NA,"2 : RB","2 : RB","2 : RB | 12 : TM",NA,"RB: 6 | TM: 12 | Total: 18","RB: 4 | Total: 4","RB: 6 | TM: 12 | Total: 18","RB: 6 | TM: 12 | Total: 18","SSTUDY","STREAM","WCRO","Blue Ridge","Rt. 613 near Merriman Soccer Complex","000002","AMBNT",37.19333333,-80.00016667,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek","030101010405","Back Creek","RU-D",NA
"4ABAA023.07","RU15","RB, TM",20,"2012, 2015, 2016, 2017",4,NA,"2 : RB",NA,NA,"2 : RB","2 : RB","2 : RB | 12 : TM",NA,"RB: 6 | TM: 12 | Total: 18","RB: 6 | Total: 6","RB: 6 | TM: 12 | Total: 18","RB: 6 | TM: 12 | Total: 18","SSTUDY","STREAM","WCRO","Blue Ridge","Below Old Mill Plantation","000002","AMBNT",37.19806111,-80.07778056,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek","030101010405","Back Creek","RU-D",NA
"4ABAN005.58","RD67","TR",47,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 35 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","SCRO","Blue Ridge","ROUTE 360 BRIDGE NE OF S BOSTON","000002","AMBNT",36.74555556,-78.84194444,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Winn Creek-Banister River","030101050403","Banister River-John H Kerr Reservoir-Winn Creek","RD-P",NA
"4ABAN012.46","RD65","RL",60,"2015, 2016",2,NA,NA,NA,NA,"29 : RL","31 : RL",NA,NA,"RL: 60 | Total: 60","RL: 60 | Total: 60","RL: 60 | Total: 60","RL: 60 | Total: 60","AWTSHD","RESERV","SCRO","Blue Ridge","BANISTER LAKE(HALIFAX RESERVOIR)STA #1","000002","AMBNT",36.77972222,-78.92611111,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Polecat Creek-Banister River","030101050401","Banister River-Polecat Creek","RD-P",NA
"4ABAN023.28","RD62","AW",11,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"6 : AW","5 : AW","AW: 11 | Total: 11",NA,"AW: 11 | Total: 11","AW: 11 | Total: 11","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 642 BRIDGE","000002","AMBNT",36.84036667,-79.02565833,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bye Creek-Banister River","030101050207","Banister River-Bye Creek","RD-N",NA
"4ABAN039.76","RD60","TR",47,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 35 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","SCRO","Blue Ridge","Banister R @Rt 640 BRIDGE, Riceville Rd","000002","AMBNT",36.91138889,-79.18305556,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Allen Creek-Banister River","030101050205","Banister River-Allen Creek","RD-N",NA
"4ABAN053.77","RD58","PA",12,"2013",1,NA,NA,"12 : PA",NA,NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Route 57, Halifax Road","000002","AMBNT",36.82722222,-79.31944444,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Shockoe Creek-Banister River","030101050203","Banister River-Shockoe Creek","RD-N",NA
"4ABAN057.85","RD58","FP",1,"2013",1,NA,NA,"1 : FP",NA,NA,NA,NA,NA,NA,"FP: 1 | Total: 1","FP: 1 | Total: 1",NA,"APROB","STREAM","SCRO","Blue Ridge","Banister 0.2 miles DS of Cherrystne Ck","000002","AMBNT",36.80458333,-79.33558333,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Shockoe Creek-Banister River","030101050203","Banister River-Shockoe Creek","RD-N",NA
"4ABAN070.20","RD52","AW",12,"2013",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Banister River @ Rt 703","000002","AMBNT",36.77190555,-79.46223333,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Strawberry Creek-Banister River","030101050101","Banister River-Strawberry Creek","RD-M",NA
"4ABAR000.32","RD63","RB",3,"2012, 2014",2,NA,"2 : RB",NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 3 | Total: 3","RB: 1 | Total: 1",NA,"BIOMON","STREAM","SCRO","Blue Ridge","Bar Branch @ Rte 662","000002","AMBNT",36.76030556,-79.20194444,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Upper Sandy Creek","030101050301","Upper Sandy Creek","RD-O",NA
"4ABAU000.25","RD24","TM, RB, AW, FP",20,"2013, 2014, 2015",3,NA,NA,"2 : RB | 6 : TM","6 : AW | 2 : RB","4 : FP",NA,NA,NA,"FP: 4 | Total: 4","RB: 4 | TM: 6 | AW: 6 | FP: 4 | Total: 20","RB: 4 | TM: 6 | AW: 6 | FP: 4 | Total: 20","FP: 4 | Total: 4","TMDL","STREAM","WCRO","Blue Ridge","Off Kohler Road","000002","AMBNT",36.69148055,-79.9067,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Beaver Creek-Smith River","030101030801","Smith River-Beaver Creek","RD-F",NA
"4ABAU005.34","RD24","RL",117,"2014, 2015",2,NA,NA,NA,"58 : RL","59 : RL",NA,NA,NA,"RL: 59 | Total: 59","RL: 117 | Total: 117","RL: 117 | Total: 117","RL: 59 | Total: 59","AWTSHD","RESERV","WCRO","Blue Ridge","MARTINSVILLE RESERVOIR STATION AT DAM -","000002","AMBNT",36.74444444,-79.87527778,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Beaver Creek-Smith River","030101030801","Smith River-Beaver Creek","RD-F",NA
"4ABAU011.17","RD24","FP, PA",25,"2011, 2013, 2015, 2017",4,"4 : FP",NA,"3 : FP",NA,"4 : FP",NA,"2 : FP | 12 : PA",NA,"FP: 6 | PA: 12 | Total: 18","FP: 11 | Total: 11","FP: 9 | PA: 12 | Total: 21","FP: 6 | PA: 12 | Total: 18","APROB","STREAM","WCRO","Blue Ridge","Off Rt. 922 upstream of Rt. 657 crossing","000002","AMBNT",36.78152778,-79.83454722,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Beaver Creek-Smith River","030101030801","Smith River-Beaver Creek","RD-F","VAEQ99-461"
"4ABCD001.70","RU75","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Buckskin Cr @ Rt. 624","000002","AMBNT",36.96111111,-78.8175,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Buckskin Creek-Roanoke River","030101020404","Roanoke River-Buckskin Creek","RU-S",NA
"4ABCE001.32","RU22","TM, RB",15,"2011, 2012, 2018",3,"2 : RB | 6 : TM","6 : TM",NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1","RB: 2 | TM: 12 | Total: 14","RB: 1 | Total: 1","RB: 1 | Total: 1","BIOMON","STREAM","WCRO","Blue Ridge","Above Rt. 731 Bridge","000002","AMBNT",37.04836111,-79.95258056,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Madcap Creek-Blackwater River","030101010503","Blackwater River-Madcap Creek","RU-E",NA
"4ABDA003.63","RU17","TR, QA",12,"2011, 2012",2,"6 : TR","1 : QA | 5 : TR",NA,NA,NA,NA,NA,NA,NA,"TR: 11 | QA: 1 | Total: 12",NA,NA,"ATRND","STREAM","WCRO","Blue Ridge","STA #7 OFF RT.757 (BEDFORD COUNTY)","000002","AMBNT",37.225,-79.75055556,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Beaverdam Creek","030101010702","Beaverdam Creek","RU-G","02055100"
"4ABDA004.14","RU17","AW, RB",16,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"12 : AW | 2 : RB","2 : RB","AW: 12 | RB: 4 | Total: 16",NA,"AW: 12 | RB: 4 | Total: 16","AW: 12 | RB: 4 | Total: 16","APROB","STREAM","WCRO","Blue Ridge","Rt. 757 Bridge","000002","AMBNT",37.224556,-79.756064,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Beaverdam Creek","030101010702","Beaverdam Creek","RU-G",NA
"4ABDB000.75","RD62","AW, RB",15,"2011, 2012, 2014, 2017",4,"6 : AW","6 : AW",NA,"1 : RB",NA,NA,"2 : RB",NA,"RB: 2 | Total: 2","AW: 12 | RB: 1 | Total: 13","RB: 3 | Total: 3","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Bradley Cr @ rt 628","000002","AMBNT",36.87777778,-79.05416667,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bye Creek-Banister River","030101050207","Banister River-Bye Creek","RD-N",NA
"4ABDB004.35","RD62","FP",2,"2012",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Bradley Ck north of 621","000002","AMBNT",36.90558333,-79.04608333,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bye Creek-Banister River","030101050207","Banister River-Bye Creek","RD-N",NA
"4ABEE000.80","RL01","AW, TM, RB",16,"2011, 2012, 2014, 2016",4,"5 : AW | 1 : TM","6 : TM",NA,"2 : RB",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","AW: 5 | TM: 7 | RB: 4 | Total: 16","RB: 4 | Total: 4","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","RT. 727 BRIDGE","000002","AMBNT",36.54361111,-78.62444444,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Beech Creek-Johnson Creek","030101020803","Johnson Creek-John H Kerr Reservoir","RL-A",NA
"4ABHB004.40","RL07","RL",242,"2012, 2014, 2016",3,NA,"78 : RL",NA,"77 : RL",NA,"87 : RL",NA,NA,"RL: 87 | Total: 87","RL: 242 | Total: 242","RL: 164 | Total: 164","RL: 87 | Total: 87","AWTSHD","STREAM","SCRO","Blue Ridge","S of Rt. 58, Rudd Branch Confluence","000002","AMBNT",36.64922222,-78.44127778,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Butcher Creek","030101020904","Butcher Creek/John H Kerr Reservoir","RL-B",NA
"4ABIR001.00","RD47","AW",11,"2017, 2018",2,NA,NA,NA,NA,NA,NA,"6 : AW","5 : AW","AW: 11 | Total: 11",NA,"AW: 11 | Total: 11","AW: 11 | Total: 11","SSTUDY","STREAM","SCRO","Blue Ridge","RT. 659 BRIDGE","000002","AMBNT",36.67223333,-79.06087222,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Birch Creek","030101040305","Birch Creek","RD-K",NA
"4ABIR004.22","RD47","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Birch Cr. @ rt 685 bridge","000002","AMBNT",36.69222222,-79.10666667,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Birch Creek","030101040305","Birch Creek","RD-K",NA
"4ABIR011.55","RD47","AW, RB",14,"2011, 2012, 2013",3,"6 : AW","6 : AW","2 : RB",NA,NA,NA,NA,NA,NA,"AW: 12 | RB: 2 | Total: 14","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Birch Cr. @ rte 729-Kentuck rd","000002","AMBNT",36.70305556,-79.21777778,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Birch Creek","030101040305","Birch Creek","RD-K",NA
"4ABKN000.52","RD53","RB",5,"2011, 2012, 2014",3,"1 : RB","2 : RB",NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 5 | Total: 5","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Bearskin Cr. @ rt 703 Tight Sqz. Rd","000002","AMBNT",36.77694444,-79.45916667,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bearskin Creek","030101050102","Bearskin Creek","RD-M",NA
"4ABKN008.08","RD53","PA",12,"2015",1,NA,NA,NA,NA,"12 : PA",NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","APROB","STREAM","SCRO","Blue Ridge","Route 800 (Anderson Road)","000002","AMBNT",36.86378056,-79.49775,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bearskin Creek","030101050102","Bearskin Creek","RD-M",NA
"4ABKN008.26","RD53","FP",2,"2015",1,NA,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","APROB","STREAM","SCRO","Blue Ridge","Bearskin Ck upstream of Rte 800","000002","AMBNT",36.86619444,-79.49858333,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Bearskin Creek","030101050102","Bearskin Creek","RD-M",NA
"4ABLE001.21","RU87","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Berles Cr. @ Rt. 631, DSS Vaughan Farm","000002","AMBNT",36.84388889,-78.62055556,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Sandy Creek-Roanoke River","030101020601","Roanoke River-John H Kerr Reservoir-Buffalo Creek","RU-U",NA
"4ABLG000.24","RU02","PA",14,"2014",1,NA,NA,NA,"14 : PA",NA,NA,NA,NA,NA,"PA: 14 | Total: 14","PA: 14 | Total: 14",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 631 Bridge","000002","AMBNT",37.13872222,-80.16611111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Bottom Creek","030101010102","Bottom Creek","RU-A",NA
"4ABLG001.95","RU02","FP",3,"2014",1,NA,NA,NA,"3 : FP",NA,NA,NA,NA,NA,"FP: 3 | Total: 3","FP: 3 | Total: 3",NA,"APROB","STREAM","WCRO","Blue Ridge","Along Rt. 631","000002","AMBNT",37.1527,-80.176,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Bottom Creek","030101010102","Bottom Creek","RU-A","VARS11-168"
"4ABLU002.02","RD73","AW, TM, QA, TR",23,"2011, 2012, 2017, 2018",4,"5 : AW | 1 : TM","6 : TM",NA,NA,NA,NA,"5 : AW | 1 : QA","5 : TR","AW: 5 | QA: 1 | TR: 5 | Total: 11","AW: 5 | TM: 7 | Total: 12","AW: 5 | QA: 1 | TR: 5 | Total: 11","AW: 5 | QA: 1 | TR: 5 | Total: 11","AWTSHD","STREAM","SCRO","Blue Ridge","Big Bluewing Cr @ Rt. 602","000002","AMBNT",36.60361111,-78.82555555,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Big Bluewing Creek","030101040607","Big Bluewing Creek","RD-R",NA
"4ABMA002.00","RD77","TR",36,"2011, 2012, 2013, 2014, 2015, 2016",6,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","TR: 36 | Total: 36","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","RT. 58 BRIDGE","000002","AMBNT",36.64027778,-78.64861111,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010104","Lower Dan","Buffalo Creek-Dan River","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","RD-S",NA
"4ABMA005.64","RD77","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","Buffalo Ck upstrm of Hicks Sp Br Rte 735","000002","AMBNT",36.60051944,-78.66453889,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010104","Lower Dan","Buffalo Creek-Dan River","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","RD-S",NA
"4ABMA006.65","RD77","RB",3,"2015",1,NA,NA,NA,NA,"3 : RB",NA,NA,NA,"RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","BIOMON","STREAM","SCRO","Blue Ridge","Buffalo Ck @ Overby Rd","000002","AMBNT",36.58769722,-78.66495833,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010104","Lower Dan","Buffalo Creek-Dan River","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","RD-S",NA
"4ABMN000.65","RD75","RB",3,"2015",1,NA,NA,NA,NA,"3 : RB",NA,NA,NA,"RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","RB: 3 | Total: 3","BIOMON","STREAM","SCRO","Blue Ridge","Big Mountain Br @ 606 Rice School Rd","000002","AMBNT",36.57458889,-78.73965833,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Aarons Creek-John H Kerr Reservoir","030101040702","Aarons Creek-John H Kerr Reservoir","RD-S",NA
