"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"4ABLE001.21","RU87","RB",2,"2014",1,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"Berles Cr. @ Rt. 631, DSS Vaughan Farm","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.84388889,-78.62055556,"03010102","Middle Roanoke","Sandy Creek-Roanoke River","RU-U","030101020601","Roanoke River-John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2014-06-04 15:00:00,"Roanoke","Middle Roanoke"
"4ABLG000.24","RU02","PA",13,"2014",1,NA,"13 : PA",NA,NA,NA,NA,NA,NA,"PA: 13 | Total: 13",NA,NA,"Rt. 631 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.13872222,-80.16611111,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-08 18:30:00,"Roanoke","Upper Roanoke"
"4ABLG001.95","RU02","FP",2,"2014",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Along Rt. 631","Blue Ridge","WCRO",0.3,"S",50,"000002","SPECIFIC CONDUCTANCE FAILED POST CHECK",37.1527,-80.176,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-168",2014-04-03 15:45:00,"Roanoke","Upper Roanoke"
"4ABLS002.11","RD60","RB",1,"2018",1,NA,NA,NA,NA,NA,"1 : RB",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","RB: 1 | Total: 1","RB: 1 | Total: 1","Blacks Creek @ HWY 40","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.9449,-79.165501,"03010105","Banister","Allen Creek-Banister River","RD-N","030101050205","Banister River-Allen Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2018-05-03 14:05:00,"Roanoke","Banister"
"4ABLU002.02","RD73",NA,12,"2017, 2018",2,NA,NA,NA,NA,"5 : AW | 1 : QA","6 : TR",NA,"AW: 5 | QA: 1 | TR: 6 | Total: 12","AW: 5 | QA: 1 | TR: 6 | Total: 12","AW: 5 | QA: 1 | TR: 6 | Total: 12","AW: 5 | QA: 1 | TR: 6 | Total: 12","Big Bluewing Cr @ Rt. 602","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.60361111,-78.82555555,"03010104","Lower Dan","Big Bluewing Creek","RD-R","030101040607","Big Bluewing Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-24 18:00:00,"Roanoke","Lower Dan"
"4ABMA002.00","RD77","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","RT. 58 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.64027778,-78.64861111,"03010104","Lower Dan","Buffalo Creek-Dan River","RD-S","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-04 19:45:00,"Roanoke","Lower Dan"
"4ABMA005.64","RD77","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Buffalo Ck upstrm of Hicks Sp Br Rte 735","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.60051944,-78.66453889,"03010104","Lower Dan","Buffalo Creek-Dan River","RD-S","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-20 15:30:00,"Roanoke","Lower Dan"
"4ABMA006.65","RD77","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Buffalo Ck @ Overby Rd","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.58769722,-78.66495833,"03010104","Lower Dan","Buffalo Creek-Dan River","RD-S","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-20 16:20:00,"Roanoke","Lower Dan"
"4ABMN000.65","RD75","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Big Mountain Br @ 606 Rice School Rd","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.57458889,-78.73965833,"03010104","Lower Dan","Aarons Creek-John H Kerr Reservoir","RD-S","030101040702","Aarons Creek-John H Kerr Reservoir","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-13 18:35:00,"Roanoke","Lower Dan"
"4ABNN001.85","RU87","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Buffalo Creek @Rt. 608","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.80083333,-78.64305556,"03010102","Middle Roanoke","Sandy Creek-Roanoke River","RU-U","030101020601","Roanoke River-John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2015-04-27 16:50:00,"Roanoke","Middle Roanoke"
"4ABNN002.17","RU87","FP",7,"2014, 2016, 2018, 2019",4,NA,"2 : FP",NA,"2 : FP",NA,"1 : FP","2 : FP","FP: 5 | Total: 5","FP: 5 | Total: 5","FP: 5 | Total: 5","FP: 3 | Total: 3","Buffalo Creek upstream of 608","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.79988889,-78.63827778,"03010102","Middle Roanoke","Sandy Creek-Roanoke River","RU-U","030101020601","Roanoke River-John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2014-04-22 15:00:00,"Roanoke","Middle Roanoke"
"4ABNR000.40","RU20",NA,65,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","25 : IM | 4 : TR","TR: 22 | IM: 25 | Total: 47","TR: 36 | Total: 36","TR: 28 | IM: 25 | Total: 53","TR: 16 | IM: 25 | Total: 41","Rt 740 Bridge Franklin Co.","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.03027778,-80.02666667,"03010101","Upper Roanoke","North Fork Blackwater River","RU-E","030101010501","North Fork Blackwater River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-08 18:45:00,"Roanoke","Upper Roanoke"
"4ABNR001.53","RU20","TM",4,"2018, 2019",2,NA,NA,NA,NA,NA,"2 : TM","2 : TM","TM: 4 | Total: 4","TM: 2 | Total: 2","TM: 4 | Total: 4","TM: 4 | Total: 4","Rt. 738 Br. (Below Barnhardt Dairy)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.025,-80.0267,"03010101","Upper Roanoke","North Fork Blackwater River","RU-E","030101010501","North Fork Blackwater River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2018-04-06 15:15:00,"Roanoke","Upper Roanoke"
"4ABOE001.34","RU40","RB",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : RB","RB: 1 | Total: 1",NA,"RB: 1 | Total: 1","RB: 1 | Total: 1","Rt. 754 Bridge, N. of Chamblissburg","Blue Ridge","WCRO",0.5,"S",50,"000002",NA,37.30723889,-79.67776111,"03010101","Upper Roanoke","Bore Auger Creek","RU-K","030101011102","Bore Auger Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2019-05-01 11:45:00,"Roanoke","Upper Roanoke"
"4ABOE004.86","RU40",NA,22,"2015, 2016, 2017",3,NA,NA,"2 : RB | 6 : TM","6 : IM | 2 : TM","6 : TM",NA,NA,"IM: 6 | TM: 8 | Total: 14","RB: 2 | TM: 14 | IM: 6 | Total: 22","RB: 2 | TM: 14 | IM: 6 | Total: 22","TM: 6 | Total: 6","Saunders Road Bridge (Rt. 616)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.30955555,-79.71688889,"03010101","Upper Roanoke","Bore Auger Creek","RU-K","030101011102","Bore Auger Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,2015-01-21 14:15:00,"Roanoke","Upper Roanoke"
"4ABOR000.62","RU59","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","ROUTE 712 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.13888889,-79.24416667,"03010101","Upper Roanoke","Troublesome Creek-Big Otter River","RU-O","030101011505","Big Otter River-Troublesome Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02061500",2013-02-14 15:55:00,"Roanoke","Upper Roanoke"
"4ABOR012.18","RU57",NA,22,"2013, 2019",2,"12 : AW",NA,NA,NA,NA,NA,"9 : AW | 1 : QA","AW: 9 | QA: 1 | Total: 10","AW: 12 | Total: 12","AW: 9 | QA: 1 | Total: 10","AW: 9 | QA: 1 | Total: 10","RT.644 BRIDGE (BEDFORD COUNTY)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.20805555,-79.30277778,"03010101","Upper Roanoke","Johnson Creek-Big Otter River","RU-O","030101011503","Big Otter River-Johnson Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-29 21:00:00,"Roanoke","Upper Roanoke"
"4ABOR016.26","RU55",NA,24,"2013, 2014, 2015, 2016",4,"1 : QA | 5 : TM","6 : TM","6 : IM","6 : IM",NA,NA,NA,"IM: 6 | Total: 6","QA: 1 | TM: 11 | IM: 12 | Total: 24","IM: 12 | Total: 12",NA,"RT. 24 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002","DO PROBE FAILED MID-DAY CHECK",37.24555556,-79.34944445,"03010101","Upper Roanoke","Orrix Creek-Big Otter River","RU-O","030101011501","Big Otter River-Orrix Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-23 16:10:00,"Roanoke","Upper Roanoke"
"4ABOR024.46","RU52",NA,12,"2017",1,NA,NA,NA,NA,"11 : AW | 1 : QA",NA,NA,"AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","AW: 11 | QA: 1 | Total: 12","Bridge 460 near intersection 460&706","Blue Ridge","WCRO",0.3,"S",50,"000002","Confluence of Elk Creek just upstream of sample site.  Sample may be heavily influenced by Elk Creek.  Both streams coming down from flows above bank full within 24 hrs.  Very high and turbid.",37.30866667,-79.39388889,"03010101","Upper Roanoke","Roaring Run-Big Otter River","RU-N","030101011404","Big Otter River-Roaring Run","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-24 18:30:00,"Roanoke","Upper Roanoke"
"4ABOR030.56","RU52","PA",12,"2017",1,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","Along Rt. 637","Blue Ridge",NA,0.3,"S",50,"000002","River coming down from flows above bank full within 24 hrs.  Very high and turbid.",37.374721,-79.425577,"03010101","Upper Roanoke","Roaring Run-Big Otter River","RU-N","030101011404","Big Otter River-Roaring Run","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-01-24 19:15:00,"Roanoke","Upper Roanoke"
"4ABOR031.30","RU52","FP",2,"2017",1,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Big Otter R. at rivermile 31.20","Blue Ridge",NA,0.3,"S",50,"000002",NA,37.378167,-79.438364,"03010101","Upper Roanoke","Roaring Run-Big Otter River","RU-N","030101011404","Big Otter River-Roaring Run","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-05-18 14:45:00,"Roanoke","Upper Roanoke"
"4ABPC003.14","RL03",NA,22,"2017, 2018, 2019",3,NA,NA,NA,NA,"6 : AW","6 : TR","9 : AW | 1 : QA","AW: 15 | TR: 6 | QA: 1 | Total: 22","AW: 6 | TR: 6 | Total: 12","AW: 15 | TR: 6 | QA: 1 | Total: 22","AW: 15 | TR: 6 | QA: 1 | Total: 22","Shiney Rock Road (Rt. 723)","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.59388889,-78.57944444,"03010102","Middle Roanoke","Beaver Pond Creek North-Grassy Creek","RL-A","030101020805","Grassy Creek/John H Kerr Reservoir-Beaver Pond Cr*","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-24 19:00:00,"Roanoke","Middle Roanoke"
"4ABSA000.62","RU26","RL",1382,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"230 : RL","191 : RL","169 : RL","168 : RL","227 : RL","212 : RL","185 : RL","RL: 792 | Total: 792","RL: 1197 | Total: 1197","RL: 961 | Total: 961","RL: 624 | Total: 624","CONFLUENCE WITH LITTLE BULL RUN","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY NOT REPORTED DUE TO METER MALFUNCTION",37.02777778,-79.63333333,"03010101","Upper Roanoke","Bull Run-Smith Mountain Lake","RU-F","030101010603","Blackwater River/Smith Mountain Lake-Bull Run","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-04-22 14:20:00,"Roanoke","Upper Roanoke"
"4ABSF001.15","RU21",NA,65,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","1 : QA | 5 : TR","24 : IM | 5 : TR","TR: 22 | QA: 1 | IM: 24 | Total: 47","TR: 35 | QA: 1 | Total: 36","TR: 28 | QA: 1 | IM: 24 | Total: 53","TR: 16 | QA: 1 | IM: 24 | Total: 41","RT. 641 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.01305556,-80.03444445,"03010101","Upper Roanoke","South Fork Blackwater River","RU-E","030101010502","South Fork Blackwater River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-08 19:05:00,"Roanoke","Upper Roanoke"
"4ABST001.13","RU93","RL",176,"2014, 2016, 2018, 2019",4,NA,"49 : RL",NA,"47 : RL",NA,"46 : RL","34 : RL","RL: 127 | Total: 127","RL: 142 | Total: 142","RL: 127 | Total: 127","RL: 80 | Total: 80","STA 324 BL - RT. 15 BRIDGE KERR RESERVOI","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.66416667,-78.57194444,"03010102","Middle Roanoke","Goodell Creek-Bluestone Creek","RU-V","030101020703","Bluestone Creek-Goodell Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-04-24 15:15:00,"Roanoke","Middle Roanoke"
"4ABST009.45","RU91","FP",2,"2014",1,NA,"2 : FP",NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Bluestone Creek just upstream of Rte 699","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.73188889,-78.617,"03010102","Middle Roanoke","Otter Creek-Bluestone Creek","RU-V","030101020701","Bluestone Creek-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2014-04-23 14:45:00,"Roanoke","Middle Roanoke"
"4ABST011.48","RU91","PA",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : PA","PA: 1 | Total: 1",NA,"PA: 1 | Total: 1","PA: 1 | Total: 1","Bluestone Creek at Rt. 610 (Carrington)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.754229,-78.6079,"03010102","Middle Roanoke","Otter Creek-Bluestone Creek","RU-V","030101020701","Bluestone Creek-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","Bluestone Creek",2019-01-24 15:50:00,"Roanoke","Middle Roanoke"
"4ABST012.29","RU91","FP",1,"2019",1,NA,NA,NA,NA,NA,NA,"1 : FP","FP: 1 | Total: 1",NA,"FP: 1 | Total: 1","FP: 1 | Total: 1","upstream of Carrington Road","Blue Ridge",NA,0.3,"S",50,"000002",NA,36.762478,-78.605086,"03010102","Middle Roanoke","Otter Creek-Bluestone Creek","RU-V","030101020701","Bluestone Creek-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-05-23 10:30:00,"Roanoke","Middle Roanoke"
"4ABST013.64","RU91","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Bluestone Ck @ Rte. 605","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.77497222,-78.58883333,"03010102","Middle Roanoke","Otter Creek-Bluestone Creek","RU-V","030101020701","Bluestone Creek-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-04-27 18:00:00,"Roanoke","Middle Roanoke"
"4ABST017.09","RU91","PA",12,"2014",1,NA,"12 : PA",NA,NA,NA,NA,NA,NA,"PA: 12 | Total: 12",NA,NA,"Bluestone Creek @ Rt 92(E of Barnes Jct)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.81083333,-78.57722222,"03010102","Middle Roanoke","Otter Creek-Bluestone Creek","RU-V","030101020701","Bluestone Creek-Otter Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-22 18:10:00,"Roanoke","Middle Roanoke"
"4ABTM000.04","RU02","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Rt. 637 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.1017,-80.2194,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-05 15:00:00,"Roanoke","Upper Roanoke"
"4ABTM004.48","RU02","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Upstream of RT 669 bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.1315,-80.18030556,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-04 19:45:00,"Roanoke","Upper Roanoke"
"4ABTM008.05","RU02","PA",12,"2017",1,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","Rt. 637 Bridge","Blue Ridge",NA,0.3,"S",50,"000002",NA,37.150878,-80.141453,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-01-31 16:10:00,"Roanoke","Upper Roanoke"
"4ABTM008.98","RU02","FP",2,"2017",1,NA,NA,NA,NA,"2 : FP",NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Bottom Cr. At rivermile 8.98","Blue Ridge",NA,0.3,"S",50,"000002",NA,37.161292,-80.143186,"03010101","Upper Roanoke","Bottom Creek","RU-A","030101010102","Bottom Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2017-04-11 14:45:00,"Roanoke","Upper Roanoke"
"4ABUB000.06","RU76",NA,14,"2013, 2016",2,"2 : RB",NA,NA,"11 : AW | 1 : QA",NA,NA,NA,"AW: 11 | QA: 1 | Total: 12","RB: 2 | AW: 11 | QA: 1 | Total: 14","AW: 11 | QA: 1 | Total: 12",NA,"Big Cub Creek @ Rt. 701","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.20333333,-78.73472222,"03010102","Middle Roanoke","Big Cub Creek","RU-R","030101020301","Big Cub Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-08 16:00:00,"Roanoke","Middle Roanoke"
"4ABWA002.00","RU56",NA,16,"2013, 2014, 2016",3,"6 : TM","2 : RB | 6 : TM",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","TM: 12 | RB: 4 | Total: 16","RB: 2 | Total: 2",NA,"Below Rt. 24 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002","DO PROBE FAILED MID-DAY CHECK",37.25201667,-79.32430833,"03010101","Upper Roanoke","Buffalo Creek","RU-O","030101011502","Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-23 16:25:00,"Roanoke","Upper Roanoke"
"4ABWR002.50","RU26","RL",1364,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"230 : RL","221 : RL","161 : RL","167 : RL","207 : RL","206 : RL","172 : RL","RL: 752 | Total: 752","RL: 1192 | Total: 1192","RL: 913 | Total: 913","RL: 585 | Total: 585","SMITH MTN LK #7A-TOP #7B-MIDDLE #7C-BOTT","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY NOT REPORTED DUE TO METER MALFUNCTION",37.03888889,-79.61527778,"03010101","Upper Roanoke","Bull Run-Smith Mountain Lake","RU-F","030101010603","Blackwater River/Smith Mountain Lake-Bull Run","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-04-22 15:15:00,"Roanoke","Upper Roanoke"
